Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Wochentag;Unfallstunde;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.545991087010144, 7.616153497196995;"{""coordinates"": [7.616153497196995, 47.545991087010144], ""type"": ""Point""}";4292;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2015;4;6 Samstag;16;andere;false;false;false
47.5732335507532, 7.56797425835027;"{""coordinates"": [7.56797425835027, 47.5732335507532], ""type"": ""Point""}";4293;Parkierunfall;1 Unfall mit Sachschaden;2015;4;7 Sonntag;3;Hauptstrasse;false;false;false
47.56142600698483, 7.574841752824298;"{""coordinates"": [7.574841752824298, 47.56142600698483], ""type"": ""Point""}";4300;Parkierunfall;1 Unfall mit Sachschaden;2015;4;2 Dienstag;8;Hauptstrasse;false;false;false
47.5686606683301, 7.593478115246447;"{""coordinates"": [7.593478115246447, 47.5686606683301], ""type"": ""Point""}";4302;Parkierunfall;1 Unfall mit Sachschaden;2015;4;2 Dienstag;15;Nebenstrasse;false;false;false
47.54771060496716, 7.615030094872328;"{""coordinates"": [7.615030094872328, 47.54771060496716], ""type"": ""Point""}";4304;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;4;2 Dienstag;17;Autobahn;false;false;false
47.57359096361819, 7.598835101120307;"{""coordinates"": [7.598835101120307, 47.57359096361819], ""type"": ""Point""}";4306;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;4;3 Mittwoch;18;Hauptstrasse;false;false;false
47.54463235540938, 7.604406791586188;"{""coordinates"": [7.604406791586188, 47.54463235540938], ""type"": ""Point""}";4309;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;4;4 Donnerstag;14;Hauptstrasse;false;false;false
47.54760579850413, 7.600497315759123;"{""coordinates"": [7.600497315759123, 47.54760579850413], ""type"": ""Point""}";4312;Parkierunfall;1 Unfall mit Sachschaden;2015;5;6 Samstag;10;Nebenstrasse;false;false;false
47.56349386426933, 7.567538774729082;"{""coordinates"": [7.567538774729082, 47.56349386426933], ""type"": ""Point""}";4315;Parkierunfall;1 Unfall mit Sachschaden;2015;5;1 Montag;14;Nebenstrasse;false;false;false
47.55708259078871, 7.602372820600065;"{""coordinates"": [7.602372820600065, 47.55708259078871], ""type"": ""Point""}";4317;Einbiegeunfall;2 Unfall mit Leichtverletzten;2015;5;2 Dienstag;7;Nebenstrasse;false;true;false
47.568835602450875, 7.5903955586101555;"{""coordinates"": [7.590395558610155, 47.568835602450875], ""type"": ""Point""}";4319;Parkierunfall;1 Unfall mit Sachschaden;2015;5;2 Dienstag;15;Nebenstrasse;false;false;false
47.54597777740522, 7.5871027669239215;"{""coordinates"": [7.587102766923921, 47.54597777740522], ""type"": ""Point""}";4327;Parkierunfall;1 Unfall mit Sachschaden;2015;5;4 Donnerstag;10;Nebenstrasse;false;false;false
47.55235634836879, 7.578206300068345;"{""coordinates"": [7.578206300068345, 47.55235634836879], ""type"": ""Point""}";4328;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2015;5;4 Donnerstag;12;Hauptstrasse;false;true;false
47.56317823223996, 7.57616169595071;"{""coordinates"": [7.57616169595071, 47.56317823223996], ""type"": ""Point""}";4329;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2015;5;4 Donnerstag;12;Nebenstrasse;false;true;false
47.554869490501666, 7.609088534498004;"{""coordinates"": [7.609088534498004, 47.554869490501666], ""type"": ""Point""}";4331;Parkierunfall;1 Unfall mit Sachschaden;2015;5;4 Donnerstag;21;Nebenstrasse;false;false;false
47.55945416273438, 7.568910853107407;"{""coordinates"": [7.568910853107407, 47.55945416273438], ""type"": ""Point""}";4335;Überqueren der Fahrbahn;4 Unfall mit Getöteten;2015;5;5 Freitag;12;Nebenstrasse;false;true;false
47.54945485909374, 7.582728639418461;"{""coordinates"": [7.582728639418461, 47.54945485909374], ""type"": ""Point""}";4336;Parkierunfall;1 Unfall mit Sachschaden;2015;5;5 Freitag;22;andere;false;false;false
47.55485618219852, 7.612011318508763;"{""coordinates"": [7.612011318508763, 47.55485618219852], ""type"": ""Point""}";4342;Fussgängerunfall;2 Unfall mit Leichtverletzten;2015;5;7 Sonntag;17;Nebenstrasse;false;true;false
47.56112293775819, 7.564410582755044;"{""coordinates"": [7.564410582755044, 47.56112293775819], ""type"": ""Point""}";4344;Auffahrunfall;1 Unfall mit Sachschaden;2015;5;1 Montag;13;Hauptstrasse;false;false;false
47.55101935258835, 7.603403709514525;"{""coordinates"": [7.603403709514525, 47.55101935258835], ""type"": ""Point""}";4352;Schleuder- oder Selbstunfall;3 Unfall mit Schwerverletzten;2015;5;2 Dienstag;22;Nebenstrasse;false;true;false
47.5477196993012, 7.61496370597821;"{""coordinates"": [7.61496370597821, 47.5477196993012], ""type"": ""Point""}";4354;Auffahrunfall;1 Unfall mit Sachschaden;2015;5;3 Mittwoch;19;Autobahn;false;false;false
47.55049198515111, 7.58762012274895;"{""coordinates"": [7.58762012274895, 47.55049198515111], ""type"": ""Point""}";4357;Parkierunfall;1 Unfall mit Sachschaden;2015;5;4 Donnerstag;18;andere;false;false;false
47.58395972503783, 7.5928578573116745;"{""coordinates"": [7.592857857311675, 47.58395972503783], ""type"": ""Point""}";4359;Parkierunfall;1 Unfall mit Sachschaden;2015;5;5 Freitag;9;Nebenstrasse;false;false;false
47.5456530980407, 7.6075713791623665;"{""coordinates"": [7.607571379162366, 47.5456530980407], ""type"": ""Point""}";4360;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;5;5 Freitag;10;Autobahn;false;false;false
47.54771060496716, 7.615030094872328;"{""coordinates"": [7.615030094872328, 47.54771060496716], ""type"": ""Point""}";4361;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;5;6 Samstag;10;Autobahn;false;false;false
47.54141527400064, 7.62066751338922;"{""coordinates"": [7.62066751338922, 47.54141527400064], ""type"": ""Point""}";4364;Parkierunfall;1 Unfall mit Sachschaden;2015;5;6 Samstag;14;andere;false;false;false
47.56646519134437, 7.6071721689073;"{""coordinates"": [7.6071721689073, 47.56646519134437], ""type"": ""Point""}";4366;Einbiegeunfall;1 Unfall mit Sachschaden;2015;5;7 Sonntag;7;Nebenstrasse;false;true;false
47.576688069981174, 7.602938037851485;"{""coordinates"": [7.602938037851485, 47.576688069981174], ""type"": ""Point""}";4367;Parkierunfall;1 Unfall mit Sachschaden;2015;5;7 Sonntag;15;Hauptstrasse;false;false;false
47.53663890450304, 7.609229547378736;"{""coordinates"": [7.609229547378736, 47.53663890450304], ""type"": ""Point""}";4371;Abbiegeunfall;1 Unfall mit Sachschaden;2015;5;1 Montag;8;Nebenstrasse;false;false;false
47.58178325260258, 7.592864861023005;"{""coordinates"": [7.592864861023005, 47.58178325260258], ""type"": ""Point""}";4372;Parkierunfall;1 Unfall mit Sachschaden;2015;5;1 Montag;9;Nebenstrasse;false;false;false
47.5585909622867, 7.5977404566101585;"{""coordinates"": [7.597740456610159, 47.5585909622867], ""type"": ""Point""}";4374;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2015;5;1 Montag;16;Nebenstrasse;false;true;false
47.555257737261705, 7.595192960921559;"{""coordinates"": [7.595192960921559, 47.555257737261705], ""type"": ""Point""}";4375;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2015;5;1 Montag;17;Nebenstrasse;false;true;false
47.56720833556217, 7.582842974984184;"{""coordinates"": [7.582842974984184, 47.56720833556217], ""type"": ""Point""}";4376;Parkierunfall;1 Unfall mit Sachschaden;2015;5;1 Montag;18;Nebenstrasse;false;false;false
47.57317768515538, 7.604947334232617;"{""coordinates"": [7.604947334232617, 47.57317768515538], ""type"": ""Point""}";4381;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2015;5;2 Dienstag;16;Nebenstrasse;false;false;false
47.5566591780742, 7.596366239746788;"{""coordinates"": [7.596366239746788, 47.5566591780742], ""type"": ""Point""}";4382;Auffahrunfall;3 Unfall mit Schwerverletzten;2015;5;2 Dienstag;16;Nebenstrasse;false;true;false
47.55948069559683, 7.610843824458347;"{""coordinates"": [7.610843824458347, 47.55948069559683], ""type"": ""Point""}";4384;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2015;5;3 Mittwoch;15;Nebenstrasse;false;false;false
47.57025748259432, 7.558770780825635;"{""coordinates"": [7.558770780825635, 47.57025748259432], ""type"": ""Point""}";4387;Parkierunfall;1 Unfall mit Sachschaden;2015;5;3 Mittwoch;18;Hauptstrasse;false;false;false
47.54632152556729, 7.585536277367922;"{""coordinates"": [7.585536277367922, 47.54632152556729], ""type"": ""Point""}";4389;Parkierunfall;1 Unfall mit Sachschaden;2015;5;4 Donnerstag;12;Hauptstrasse;false;false;false
47.561251268163325, 7.6175994245232435;"{""coordinates"": [7.617599424523243, 47.561251268163325], ""type"": ""Point""}";4390;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2015;5;5 Freitag;1;Hauptstrasse;false;false;true
47.547710665337746, 7.614990243707156;"{""coordinates"": [7.614990243707156, 47.547710665337746], ""type"": ""Point""}";4392;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;5;6 Samstag;11;Autobahn;false;false;false
47.546745731753404, 7.584341925435221;"{""coordinates"": [7.584341925435221, 47.546745731753404], ""type"": ""Point""}";4395;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2015;5;7 Sonntag;13;Nebenstrasse;false;false;false
47.54490269619302, 7.6220475677167805;"{""coordinates"": [7.62204756771678, 47.54490269619302], ""type"": ""Point""}";4397;Fussgängerunfall;2 Unfall mit Leichtverletzten;2015;5;7 Sonntag;19;Hauptstrasse;false;true;false
47.54382112238712, 7.578330123418405;"{""coordinates"": [7.578330123418405, 47.54382112238712], ""type"": ""Point""}";4399;Einbiegeunfall;3 Unfall mit Schwerverletzten;2015;5;2 Dienstag;10;Hauptstrasse;false;false;true
47.56092723217909, 7.570601902248647;"{""coordinates"": [7.570601902248647, 47.56092723217909], ""type"": ""Point""}";4401;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2015;5;2 Dienstag;15;Nebenstrasse;false;false;false
47.55182128128343, 7.5890054501579485;"{""coordinates"": [7.589005450157948, 47.55182128128343], ""type"": ""Point""}";4402;Parkierunfall;1 Unfall mit Sachschaden;2015;5;2 Dienstag;17;Nebenstrasse;false;false;false
47.56597678935139, 7.589483825707461;"{""coordinates"": [7.589483825707461, 47.56597678935139], ""type"": ""Point""}";4404;Fussgängerunfall;3 Unfall mit Schwerverletzten;2015;5;4 Donnerstag;15;Nebenstrasse;true;false;false
47.54046021288021, 7.590500900523684;"{""coordinates"": [7.590500900523684, 47.54046021288021], ""type"": ""Point""}";4407;Parkierunfall;1 Unfall mit Sachschaden;2015;5;7 Sonntag;16;Nebenstrasse;false;false;false
47.56759192223163, 7.599016428081499;"{""coordinates"": [7.599016428081499, 47.56759192223163], ""type"": ""Point""}";4411;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2015;6;2 Dienstag;13;Nebenstrasse;false;true;false
47.55011175693518, 7.596346900676341;"{""coordinates"": [7.596346900676341, 47.55011175693518], ""type"": ""Point""}";4415;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2015;6;3 Mittwoch;8;Nebenstrasse;false;true;false
47.55193504007041, 7.5981457388951545;"{""coordinates"": [7.598145738895155, 47.55193504007041], ""type"": ""Point""}";4418;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2015;6;3 Mittwoch;16;Nebenstrasse;false;false;false
47.56129435665846, 7.572024536240835;"{""coordinates"": [7.572024536240835, 47.56129435665846], ""type"": ""Point""}";4420;Parkierunfall;1 Unfall mit Sachschaden;2015;6;4 Donnerstag;4;andere;false;false;false
47.57195617435298, 7.597328441001001;"{""coordinates"": [7.597328441001001, 47.57195617435298], ""type"": ""Point""}";4421;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2015;6;4 Donnerstag;6;Nebenstrasse;false;false;false
47.55376582980251, 7.600994262058283;"{""coordinates"": [7.600994262058283, 47.55376582980251], ""type"": ""Point""}";4422;Auffahrunfall;1 Unfall mit Sachschaden;2015;6;4 Donnerstag;7;Nebenstrasse;false;true;false
47.55424517938999, 7.585411926765545;"{""coordinates"": [7.585411926765545, 47.55424517938999], ""type"": ""Point""}";4424;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;6;4 Donnerstag;17;Hauptstrasse;false;false;false
47.56467068450933, 7.591034835170162;"{""coordinates"": [7.591034835170162, 47.56467068450933], ""type"": ""Point""}";4425;Parkierunfall;1 Unfall mit Sachschaden;2015;6;4 Donnerstag;17;Nebenstrasse;false;false;false
47.57113116929493, 7.566028884191751;"{""coordinates"": [7.566028884191751, 47.57113116929493], ""type"": ""Point""}";4427;Parkierunfall;1 Unfall mit Sachschaden;2015;6;5 Freitag;14;andere;false;false;false
47.56395499111722, 7.556723586581635;"{""coordinates"": [7.556723586581635, 47.56395499111722], ""type"": ""Point""}";4431;Parkierunfall;1 Unfall mit Sachschaden;2015;6;6 Samstag;16;andere;false;false;false
47.54490254963969, 7.62214054883073;"{""coordinates"": [7.62214054883073, 47.54490254963969], ""type"": ""Point""}";4432;Einbiegeunfall;1 Unfall mit Sachschaden;2015;6;6 Samstag;17;Hauptstrasse;false;false;false
47.551514313231905, 7.621286496157368;"{""coordinates"": [7.621286496157368, 47.551514313231905], ""type"": ""Point""}";4436;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2015;6;2 Dienstag;0;Nebenstrasse;false;false;false
47.55789308343975, 7.581024176229669;"{""coordinates"": [7.581024176229669, 47.55789308343975], ""type"": ""Point""}";4442;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;6;3 Mittwoch;13;Hauptstrasse;false;false;false
47.569102441048486, 7.578382940432225;"{""coordinates"": [7.578382940432225, 47.569102441048486], ""type"": ""Point""}";4443;Parkierunfall;1 Unfall mit Sachschaden;2015;6;3 Mittwoch;14;Nebenstrasse;false;false;false
47.57052578519724, 7.597616557342401;"{""coordinates"": [7.597616557342401, 47.57052578519724], ""type"": ""Point""}";4448;Parkierunfall;1 Unfall mit Sachschaden;2015;6;5 Freitag;12;Nebenstrasse;false;false;false
47.56039015345289, 7.597413644605501;"{""coordinates"": [7.597413644605501, 47.56039015345289], ""type"": ""Point""}";4450;Fussgängerunfall;2 Unfall mit Leichtverletzten;2015;6;5 Freitag;15;Nebenstrasse;true;false;false
47.55925322699178, 7.586568341206282;"{""coordinates"": [7.586568341206282, 47.55925322699178], ""type"": ""Point""}";4454;Parkierunfall;1 Unfall mit Sachschaden;2015;6;7 Sonntag;16;andere;false;false;false
47.57169044619568, 7.665477740583178;"{""coordinates"": [7.665477740583178, 47.57169044619568], ""type"": ""Point""}";4462;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2015;6;2 Dienstag;8;Nebenstrasse;false;false;false
47.553383375190386, 7.6165367897149805;"{""coordinates"": [7.61653678971498, 47.553383375190386], ""type"": ""Point""}";4467;Auffahrunfall;1 Unfall mit Sachschaden;2015;6;2 Dienstag;19;Autobahn;false;false;false
47.54488418887641, 7.616588157168578;"{""coordinates"": [7.616588157168578, 47.54488418887641], ""type"": ""Point""}";4469;Schleuder- oder Selbstunfall;3 Unfall mit Schwerverletzten;2015;6;3 Mittwoch;8;Nebenstrasse;false;true;false
47.59325306759037, 7.653470937289574;"{""coordinates"": [7.653470937289574, 47.59325306759037], ""type"": ""Point""}";4471;Parkierunfall;1 Unfall mit Sachschaden;2015;6;4 Donnerstag;8;Nebenstrasse;false;false;false
47.572938470686644, 7.602394889337713;"{""coordinates"": [7.602394889337713, 47.572938470686644], ""type"": ""Point""}";4473;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;6;4 Donnerstag;16;Autobahn;false;false;false
47.54864328309711, 7.591467330724032;"{""coordinates"": [7.591467330724032, 47.54864328309711], ""type"": ""Point""}";4474;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;6;4 Donnerstag;18;Hauptstrasse;false;false;false
47.53665693094241, 7.609203042936294;"{""coordinates"": [7.609203042936294, 47.53665693094241], ""type"": ""Point""}";4475;Abbiegeunfall;2 Unfall mit Leichtverletzten;2015;6;4 Donnerstag;20;Nebenstrasse;false;false;false
47.559150080922045, 7.609381226073353;"{""coordinates"": [7.609381226073353, 47.559150080922045], ""type"": ""Point""}";4480;Parkierunfall;1 Unfall mit Sachschaden;2015;6;5 Freitag;17;andere;false;false;false
47.557754422539645, 7.584066367368512;"{""coordinates"": [7.584066367368512, 47.557754422539645], ""type"": ""Point""}";4481;Parkierunfall;1 Unfall mit Sachschaden;2015;6;5 Freitag;17;andere;false;false;false
47.577397038592274, 7.63844108034135;"{""coordinates"": [7.63844108034135, 47.577397038592274], ""type"": ""Point""}";4491;Frontalkollision;2 Unfall mit Leichtverletzten;2015;6;2 Dienstag;18;Nebenstrasse;false;true;false
47.547916907128844, 7.567368388683986;"{""coordinates"": [7.567368388683986, 47.547916907128844], ""type"": ""Point""}";4492;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2015;6;2 Dienstag;22;Hauptstrasse;false;false;false
47.571938168957324, 7.597341677317628;"{""coordinates"": [7.597341677317628, 47.571938168957324], ""type"": ""Point""}";4494;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2015;6;3 Mittwoch;16;Nebenstrasse;false;false;false
47.562846028961836, 7.5756824886694885;"{""coordinates"": [7.575682488669488, 47.562846028961836], ""type"": ""Point""}";4495;Parkierunfall;1 Unfall mit Sachschaden;2015;6;3 Mittwoch;23;Nebenstrasse;false;false;false
47.56671565760612, 7.595253138520442;"{""coordinates"": [7.595253138520442, 47.56671565760612], ""type"": ""Point""}";4498;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;6;5 Freitag;17;Nebenstrasse;false;false;false
47.54234468381965, 7.5937073250286025;"{""coordinates"": [7.593707325028602, 47.54234468381965], ""type"": ""Point""}";4499;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2015;6;6 Samstag;1;Nebenstrasse;false;true;false
47.54399728539309, 7.608230282282123;"{""coordinates"": [7.608230282282123, 47.54399728539309], ""type"": ""Point""}";2002;Einbiegeunfall;1 Unfall mit Sachschaden;2013;2;3 Mittwoch;17;Nebenstrasse;false;false;false
47.571328667852384, 7.631707033122277;"{""coordinates"": [7.631707033122277, 47.571328667852384], ""type"": ""Point""}";2003;Einbiegeunfall;1 Unfall mit Sachschaden;2013;2;4 Donnerstag;10;Nebenstrasse;false;false;false
47.56583979251675, 7.59109132520296;"{""coordinates"": [7.59109132520296, 47.56583979251675], ""type"": ""Point""}";2007;Abbiegeunfall;2 Unfall mit Leichtverletzten;2013;3;6 Samstag;16;Nebenstrasse;false;true;false
47.565353942960336, 7.591236108195887;"{""coordinates"": [7.591236108195887, 47.565353942960336], ""type"": ""Point""}";2008;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;3;6 Samstag;19;Nebenstrasse;false;true;true
47.57529056080359, 7.598986400303139;"{""coordinates"": [7.598986400303139, 47.57529056080359], ""type"": ""Point""}";2013;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;3;1 Montag;14;Nebenstrasse;false;false;false
47.56434482251211, 7.562411683194605;"{""coordinates"": [7.562411683194605, 47.56434482251211], ""type"": ""Point""}";2015;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;3;1 Montag;18;Nebenstrasse;false;false;false
47.54175745702512, 7.602206287394526;"{""coordinates"": [7.602206287394526, 47.54175745702512], ""type"": ""Point""}";2016;Einbiegeunfall;2 Unfall mit Leichtverletzten;2013;3;2 Dienstag;7;Nebenstrasse;false;true;false
47.550376176221924, 7.593664223054985;"{""coordinates"": [7.593664223054985, 47.550376176221924], ""type"": ""Point""}";2018;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;3;2 Dienstag;12;Nebenstrasse;false;false;false
47.56154683168824, 7.5933379005011234;"{""coordinates"": [7.593337900501123, 47.56154683168824], ""type"": ""Point""}";2022;Einbiegeunfall;1 Unfall mit Sachschaden;2013;3;3 Mittwoch;2;Nebenstrasse;false;false;false
47.549553046427874, 7.597155589451175;"{""coordinates"": [7.597155589451175, 47.549553046427874], ""type"": ""Point""}";2023;Parkierunfall;1 Unfall mit Sachschaden;2013;3;3 Mittwoch;10;andere;false;false;false
47.573663004091166, 7.59876886595223;"{""coordinates"": [7.59876886595223, 47.573663004091166], ""type"": ""Point""}";2027;Einbiegeunfall;2 Unfall mit Leichtverletzten;2013;3;4 Donnerstag;17;Nebenstrasse;false;false;true
47.57223587803604, 7.589886916698207;"{""coordinates"": [7.589886916698207, 47.57223587803604], ""type"": ""Point""}";2029;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;3;5 Freitag;18;Nebenstrasse;false;false;false
47.53266574571068, 7.594914272280249;"{""coordinates"": [7.594914272280249, 47.53266574571068], ""type"": ""Point""}";2033;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2013;3;7 Sonntag;9;Nebenstrasse;false;false;false
47.554283455117684, 7.61607480037846;"{""coordinates"": [7.61607480037846, 47.554283455117684], ""type"": ""Point""}";2034;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;1 Montag;4;Autobahn;false;false;false
47.56645429120377, 7.5816848424034236;"{""coordinates"": [7.581684842403424, 47.56645429120377], ""type"": ""Point""}";2037;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2013;3;2 Dienstag;8;Nebenstrasse;false;false;true
47.55207622469213, 7.563499221490663;"{""coordinates"": [7.563499221490663, 47.55207622469213], ""type"": ""Point""}";2042;Parkierunfall;1 Unfall mit Sachschaden;2013;3;3 Mittwoch;;Nebenstrasse;false;false;false
47.54604899823519, 7.587674149442704;"{""coordinates"": [7.587674149442704, 47.54604899823519], ""type"": ""Point""}";2044;Parkierunfall;1 Unfall mit Sachschaden;2013;3;4 Donnerstag;16;Nebenstrasse;false;false;false
47.543668307783264, 7.599210234614347;"{""coordinates"": [7.599210234614347, 47.543668307783264], ""type"": ""Point""}";2047;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;6 Samstag;17;Nebenstrasse;false;false;false
47.584201360460845, 7.650802436117847;"{""coordinates"": [7.650802436117847, 47.584201360460845], ""type"": ""Point""}";2050;Parkierunfall;1 Unfall mit Sachschaden;2013;3;7 Sonntag;;andere;false;false;false
47.57465192247068, 7.644770381042582;"{""coordinates"": [7.644770381042582, 47.57465192247068], ""type"": ""Point""}";2051;Parkierunfall;1 Unfall mit Sachschaden;2013;3;1 Montag;;Nebenstrasse;false;false;false
47.54518215714667, 7.615818727658642;"{""coordinates"": [7.615818727658642, 47.54518215714667], ""type"": ""Point""}";2052;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;3;2 Dienstag;10;Autobahn;false;false;false
47.549946083485175, 7.56220566867943;"{""coordinates"": [7.56220566867943, 47.549946083485175], ""type"": ""Point""}";2053;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2013;3;2 Dienstag;23;Nebenstrasse;false;false;false
47.57223623672575, 7.602911041527135;"{""coordinates"": [7.602911041527135, 47.57223623672575], ""type"": ""Point""}";2057;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2013;3;5 Freitag;19;Autobahn;false;false;true
47.56114151530361, 7.593788489050576;"{""coordinates"": [7.593788489050576, 47.56114151530361], ""type"": ""Point""}";2059;Parkierunfall;1 Unfall mit Sachschaden;2013;3;6 Samstag;13;Nebenstrasse;false;false;false
47.54044083584199, 7.604699263794409;"{""coordinates"": [7.604699263794409, 47.54044083584199], ""type"": ""Point""}";2063;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;4 Donnerstag;8;Hauptstrasse;false;false;false
47.57279743490244, 7.606700437822118;"{""coordinates"": [7.606700437822118, 47.57279743490244], ""type"": ""Point""}";2067;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;5 Freitag;14;Nebenstrasse;false;false;false
47.574928702371906, 7.600513731857461;"{""coordinates"": [7.600513731857461, 47.574928702371906], ""type"": ""Point""}";2068;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;3;5 Freitag;19;Hauptstrasse;true;false;false
47.53968488676922, 7.60502895715307;"{""coordinates"": [7.60502895715307, 47.53968488676922], ""type"": ""Point""}";2070;Parkierunfall;1 Unfall mit Sachschaden;2013;3;6 Samstag;16;Nebenstrasse;false;false;false
47.5417178340886, 7.598354303859169;"{""coordinates"": [7.598354303859169, 47.5417178340886], ""type"": ""Point""}";2073;Parkierunfall;1 Unfall mit Sachschaden;2013;3;7 Sonntag;19;Nebenstrasse;false;false;false
47.564196061057835, 7.6090385983624;"{""coordinates"": [7.6090385983624, 47.564196061057835], ""type"": ""Point""}";2074;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2013;4;3 Mittwoch;13;Autobahn;false;false;false
47.5583262245454, 7.572203139377479;"{""coordinates"": [7.572203139377479, 47.5583262245454], ""type"": ""Point""}";2078;Parkierunfall;1 Unfall mit Sachschaden;2013;4;3 Mittwoch;;Nebenstrasse;false;false;false
47.54014425033721, 7.604552240584512;"{""coordinates"": [7.604552240584512, 47.54014425033721], ""type"": ""Point""}";2081;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;4;4 Donnerstag;16;Nebenstrasse;false;false;false
47.57622304946136, 7.572752930638331;"{""coordinates"": [7.572752930638331, 47.57622304946136], ""type"": ""Point""}";2084;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;6 Samstag;12;Hauptstrasse;false;false;false
47.53926582937173, 7.595929707371674;"{""coordinates"": [7.595929707371674, 47.53926582937173], ""type"": ""Point""}";2090;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;4;3 Mittwoch;22;Nebenstrasse;false;false;false
47.56677548146208, 7.590828225749965;"{""coordinates"": [7.590828225749965, 47.56677548146208], ""type"": ""Point""}";2091;Parkierunfall;1 Unfall mit Sachschaden;2013;4;4 Donnerstag;19;Nebenstrasse;false;false;false
47.57594440643173, 7.5874519068960105;"{""coordinates"": [7.58745190689601, 47.57594440643173], ""type"": ""Point""}";2096;Parkierunfall;1 Unfall mit Sachschaden;2013;4;6 Samstag;;Nebenstrasse;false;false;false
47.56152293453419, 7.568716586141018;"{""coordinates"": [7.568716586141018, 47.56152293453419], ""type"": ""Point""}";2097;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;4;7 Sonntag;18;Nebenstrasse;true;false;false
47.54476295473916, 7.594498045522859;"{""coordinates"": [7.594498045522859, 47.54476295473916], ""type"": ""Point""}";2106;Parkierunfall;1 Unfall mit Sachschaden;2013;4;3 Mittwoch;;Nebenstrasse;false;false;false
47.54519404862473, 7.580910642151357;"{""coordinates"": [7.580910642151357, 47.54519404862473], ""type"": ""Point""}";2107;Parkierunfall;1 Unfall mit Sachschaden;2013;4;4 Donnerstag;16;Nebenstrasse;false;false;false
47.54254694397283, 7.621654278444066;"{""coordinates"": [7.621654278444066, 47.54254694397283], ""type"": ""Point""}";2109;Auffahrunfall;1 Unfall mit Sachschaden;2013;4;4 Donnerstag;20;Autobahn;false;false;false
47.54028748160314, 7.598602382848413;"{""coordinates"": [7.598602382848413, 47.54028748160314], ""type"": ""Point""}";2112;Fussgängerunfall;3 Unfall mit Schwerverletzten;2013;4;5 Freitag;13;Hauptstrasse;true;false;false
